12,0
12,0113210359
12,0226419599
12,03396266
12,0452830242
12,0566029406
12,0679222972
12,0792409821
12,0905588834
12,1018758891
12,1131918873
12,1245067661
12,1358204136
12,147132718
12,1584435673
12,1697528497
12,1810604533
12,1923662664
12,2036701771
12,2149720736
12,2262718442
12,2375693771
12,2488645605
12,2601572829
12,2714474325
12,2827348976
12,2940195667
12,3053013281
12,3165800703
12,3278556817
12,3391280508
12,3503970661
12,3616626163
12,3729245898
12,3841828753
12,3954373616
12,4066879371
12,4179344909
12,4291769115
12,4404150878
12,4516489086
12,462878263
12,4741030398
12,485323128
12,4965384167
12,5077487949
12,5189541518
12,5301543766
12,5413493585
12,5525389868
12,5637231509
12,57490174
12,5860746438
12,5972417516
12,6084029532
12,619558138
12,6307071957
12,6418500162
12,6529864891
12,6641165045
12,6752399522
12,6863567221
12,6974667045
12,7085697893
12,7196658668
12,7307548273
12,7418365611
12,7529109586
12,7639779103
12,7750373067
12,7860890385
12,7971329964
12,8081690711
12,8191971536
12,8302171347
12,8412289055
12,8522323571
12,8632273806
12,8742138674
12,8851917087
12,8961607961
12,907121021
12,918072275
12,9290144499
12,9399474375
12,9508711295
12,9617854181
12,9726901952
12,983585353
12,9944707838
13,0053463799
13,0162120337
13,0270676379
13,037913085
13,0487482678
13,0595730791
13,070387412
13,0811911594
13,0919842145
13,1027664706
13,113537821
13,1242981592
13,1350473789
13,1457853736
13,1565120373
13,1672272637
13,1779309471
13,1886229814
13,1993032611
13,2099716804
13,2206281338
13,231272516
13,2419047217
13,2525246457
13,2631321831
13,2737272289
13,2843096783
13,2948794267
13,3054363696
13,3159804026
13,3265114213
13,3370293217
13,3475339997
13,3580253515
13,3685032732
13,3789676614
13,3894184124
13,3998554229
13,4102785898
13,4206878099
13,4310829803
13,4414639982
13,4518307609
13,462183166
13,472521111
13,4828444937
13,493153212
13,5034471639
13,5137262478
13,5239903618
13,5342394045
13,5444732746
13,5546918708
13,5648950922
13,5750828376
13,5852550066
13,5954114983
13,6055522125
13,6156770487
13,625785907
13,6358786872
13,6459552896
13,6560156146
13,6660595627
13,6760870345
13,6860979308
13,6960921527
13,7060696013
13,716030178
13,7259737842
13,7359003217
13,7458096922
13,7557017977
13,7655765405
13,7754338228
13,7852735473
13,7950956165
13,8048999333
13,8146864008
13,8244549223
13,834205401
13,8439377406
13,8536518449
13,8633476177
13,8730249631
13,8826837856
13,8923239895
13,9019454795
13,9115481605
13,9211319374
13,9306967157
13,9402424005
13,9497688976
13,9592761127
13,9687639518
13,9782323211
13,9876811269
13,9971102758
14,0065196745
14,0159092301
14,0252788496
14,0346284404
14,0439579099
14,0532671661
14,0625561167
14,07182467
14,0810727342
14,0903002179
14,0995070299
14,1086930792
14,1178582747
14,127002526
14,1361257426
14,1452278343
14,154308711
14,163368283
14,1724064606
14,1814231545
14,1904182756
14,1993917348
14,2083434434
14,2172733128
14,2261812549
14,2350671814
14,2439310046
14,2527726367
14,2615919903
14,2703889782
14,2791635133
14,287915509
14,2966448787
14,305351536
14,3140353949
14,3226963694
14,3313343739
14,339949323
14,3485411315
14,3571097144
14,365654987
14,3741768647
14,3826752634
14,3911500989
14,3996012875
14,4080287455
14,4164323896
14,4248121368
14,4331679041
14,4414996089
14,4498071689
14,4580905018
14,4663495257
14,4745841591
14,4827943203
14,4909799283
14,4991409021
14,507277161
14,5153886245
14,5234752124
14,5315368447
14,5395734417
14,547584924
14,5555712123
14,5635322276
14,5714678911
14,5793781245
14,5872628495
14,5951219881
14,6029554626
14,6107631955
14,6185451097
14,626301128
14,634031174
14,641735171
14,6494130429
14,6570647139
14,6646901081
14,6722891503
14,6798617652
14,687407878
14,694927414
14,7024202989
14,7098864586
14,7173258192
14,7247383072
14,7321238493
14,7394823724
14,7468138037
14,7541180708
14,7613951015
14,7686448237
14,7758671657
14,7830620562
14,790229424
14,7973691981
14,8044813081
14,8115656835
14,8186222544
14,8256509508
14,8326517033
14,8396244428
14,8465691001
14,8534856067
14,8603738941
14,8672338942
14,8740655392
14,8808687616
14,8876434939
14,8943896693
14,901107221
14,9077960827
14,914456188
14,9210874713
14,9276898668
14,9342633094
14,9408077339
14,9473230757
14,9538092704
14,9602662538
14,966693962
14,9730923315
14,979461299
14,9858008015
14,9921107763
14,9983911611
15,0046418937
15,0108629123
15,0170541553
15,0232155617
15,0293470703
15,0354486206
15,0415201522
15,0475616052
15,0535729197
15,0595540363
15,0655048958
15,0714254395
15,0773156087
15,0831753452
15,0890045911
15,0948032887
15,1005713806
15,1063088098
15,1120155197
15,1176914536
15,1233365556
15,1289507698
15,1345340406
15,1400863129
15,1456075317
15,1510976424
15,1565565908
15,1619843229
15,1673807849
15,1727459236
15,1780796858
15,1833820188
15,1886528702
15,1938921879
15,1990999199
15,204276015
15,2094204217
15,2145330893
15,2196139673
15,2246630053
15,2296801534
15,234665362
15,2396185819
15,244539764
15,2494288596
15,2542858205
15,2591105985
15,263903146
15,2686634156
15,2733913601
15,2780869329
15,2827500875
15,2873807778
15,291978958
15,2965445826
15,3010776065
15,3055779848
15,310045673
15,314480627
15,3188828029
15,3232521571
15,3275886465
15,3318922281
15,3361628595
15,3404004983
15,3446051026
15,348776631
15,3529150421
15,3570202949
15,361092349
15,365131164
15,3691367
15,3731089174
15,3770477768
15,3809532394
15,3848252666
15,3886638199
15,3924688615
15,3962403538
15,3999782594
15,4036825413
15,407353163
15,4109900882
15,4145932808
15,4181627053
15,4216983263
15,4252001089
15,4286680184
15,4321020206
15,4355020814
15,4388681674
15,4422002451
15,4454982816
15,4487622443
15,451992101
15,4551878197
15,4583493687
15,4614767169
15,4645698333
15,4676286872
15,4706532485
15,4736434873
15,4765993739
15,4795208792
15,4824079742
15,4852606304
15,4880788197
15,490862514
15,4936116859
15,4963263082
15,499006354
15,5016517969
15,5042626107
15,5068387696
15,509380248
15,5118870209
15,5143590635
15,5167963513
15,5191988602
15,5215665665
15,5238994467
15,5261974778
15,528460637
15,530688902
15,5328822507
15,5350406615
15,5371641129
15,5392525841
15,5413060542
15,5433245032
15,5453079108
15,5472562577
15,5491695244
15,5510476921
15,5528907422
15,5546986564
15,556471417
15,5582090063
15,5599114071
15,5615786028
15,5632105766
15,5648073126
15,5663687948
15,567895008
15,569385937
15,5708415669
15,5722618836
15,5736468728
15,5749965209
15,5763108146
15,5775897408
15,578833287
15,5800414407
15,5812141901
15,5823515236
15,5834534299
